Fold,Accuracy,Precision,Recall,F1 Score
1,0.8032584110828386,0.841965663892488,0.8032584110828386,0.7156202028614146
2,0.8032584110828386,0.841965663892488,0.8032584110828386,0.7156202028614146
3,0.8032584110828386,0.841965663892488,0.8032584110828386,0.7156202028614146
4,0.8032514578547446,0.841961446691028,0.8032514578547446,0.7156105730404969
5,0.8032514578547446,0.841961446691028,0.8032514578547446,0.7156105730404969
