Memory
160.95703125
87.439453125
87.4921875
86.560546875
87.26953125
86.7294921875
86.8583984375
86.7158203125
86.875
86.408203125
86.5634765625
86.802734375
91.6611328125
85.763671875
86.5712890625
86.13671875
86.7275390625
86.3623046875
86.59375
86.2587890625
86.3427734375
86.541015625
86.4296875
92.5537109375
86.509765625
85.98828125
86.6416015625
86.3623046875
86.22265625
85.986328125
86.0556640625
85.7744140625
86.1064453125
86.033203125
86.1591796875
86.0361328125
86.744140625
85.8310546875
86.30078125
85.5703125
86.478515625
85.8984375
86.361328125
85.8876953125
85.9521484375
86.0263671875
86.3935546875
85.6396484375
86.0791015625
86.1533203125
86.2978515625
86.1875
86.638671875
86.00390625
85.8916015625
88.078125
86.3037109375
85.9208984375
86.345703125
86.015625
86.4609375
86.4853515625
86.0322265625
85.529296875
86.0234375
85.8095703125
86.0322265625
85.71875
85.94140625
90.7890625
86.0634765625
86.0927734375
85.927734375
85.94921875
86.365234375
86.07421875
86.208984375
85.791015625
86.0302734375
85.7119140625
86.2783203125
85.7412109375
86.0458984375
85.564453125
86.2099609375
85.53125
86.2216796875
85.7158203125
86.01171875
85.3818359375
86.12890625
86.376953125
85.86328125
85.859375
86.3193359375
85.4150390625
85.8349609375
86.041015625
86.1083984375
85.6181640625
86.0771484375
85.9951171875
86.009765625
85.765625
85.74609375
92.123046875
86.607421875
85.779296875
86.142578125
85.611328125
85.75390625
85.9580078125
88.1767578125
85.708984375
86.154296875
85.720703125
86.4140625
85.68359375
86.201171875
85.58984375
85.765625
85.935546875
85.7138671875
85.6826171875
86.1484375
85.7646484375
90.5791015625
85.6982421875
86.1328125
85.7705078125
86.0029296875
85.82421875
85.890625
85.4921875
86.0029296875
86.1357421875
86.2021484375
85.70703125
86.181640625
85.48046875
86.1552734375
85.9169921875
85.92578125
85.66796875
86.017578125
86.138671875
85.990234375
85.609375
85.9443359375
85.9619140625
85.80859375
85.9306640625
86.193359375
86.0185546875
86.10546875
85.373046875
86.2138671875
85.576171875
86.013671875
85.7314453125
86.1494140625
86.111328125
86.09765625
85.783203125
85.9697265625
85.7587890625
86.10546875
85.2607421875
86.251953125
88.125
85.8330078125
86.1328125
86.1943359375
85.9287109375
86.044921875
85.5830078125
86.232421875
85.9541015625
86.0712890625
85.8720703125
86.1923828125
85.984375
85.748046875
90.2470703125
85.978515625
85.92578125
86.1904296875
92.0009765625
86.0712890625
85.7197265625
85.9267578125
85.921875
86.150390625
86.00390625
85.919921875
85.6025390625
86.1708984375
86.1025390625
86.0625
85.6484375
86.171875
86.390625
85.9931640625
85.525390625
86.1845703125
85.873046875
85.89453125
85.453125
85.9375
85.3935546875
86.3154296875
86.0419921875
86.087890625
85.810546875
85.8984375
85.5732421875
86.337890625
85.8017578125
86.134765625
85.8330078125
86.158203125
85.939453125
86.0517578125
85.5634765625
85.91015625
85.5419921875
88.4296875
85.9951171875
85.6025390625
85.7041015625
86.068359375
86.021484375
86.048828125
85.775390625
86.0537109375
85.810546875
86.4775390625
85.90234375
86.39453125
85.634765625
90.4404296875
86.0009765625
85.9755859375
85.833984375
86.25390625
85.7138671875
86.43359375
85.857421875
86.091796875
85.6611328125
86.3505859375
86.37890625
86.0107421875
85.888671875
85.73046875
85.6884765625
86.4365234375
85.8544921875
86.1865234375
86.060546875
86.1982421875
85.728515625
85.8486328125
86.11328125
85.6875
85.9033203125
86.2275390625
85.9462890625
86.201171875
92.3857421875
86.0380859375
86.2431640625
86.064453125
85.7548828125
86.203125
